Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2019 [YR2019]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tunisia,TUN,2.09232172509197,2.48229897962756
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkiye,TUR,3.37526170561114,4.75361752810222
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkmenistan,TKM,8.42829666553735,11.8325808805801
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turks and Caicos Islands,TCA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tuvalu,TUV,1.03755965968043,0.912741856195927
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uganda,UGA,0.0541199949360337,0.136440643979205
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ukraine,UKR,6.04719734019298,3.93658353086744
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Arab Emirates,ARE,25.8691253683213,20.5022832059804
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Kingdom,GBR,9.01455828494603,5.22051448799294
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United States,USA,20.4698066603918,14.6734106066885
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Upper middle income,UMC,3.360516242768,6.40867526252093
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uruguay,URY,1.65845337376801,1.89300628108203
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uzbekistan,UZB,5.02263654950832,3.47554445038462
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Vanuatu,VUT,0.468569405541614,0.689872647677064
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Venezuela, RB",VEN,5.38404531997223,3.87757923272497
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Vietnam,VNM,0.64821847765188,3.51327550460568
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Virgin Islands (U.S.),VIR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,West Bank and Gaza,PSE,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,World,WLD,3.81578807455953,4.43567311234666
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Yemen, Rep.",YEM,0.806819584834154,0.351859419470324
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zambia,ZMB,0.182992125474769,0.369957765009845
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zimbabwe,ZWE,1.15761513031704,0.765893875563726
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 12/22/2022,,,,,
